49318;-2389548
49598;-2389545
49691;-2389544
49969;-2389541
50154;-2389539
50431;-2389536
50523;-2389535
50798;-2389532
50981;-2389530
51255;-2389527
51346;-2389526
51618;-2389523
51799;-2389521
52070;-2389518
52160;-2389517
52429;-2389514
52608;-2389512
52876;-2389509
52965;-2389508
53231;-2389505
53408;-2389503
53673;-2389500
53761;-2389499
54024;-2389496
54199;-2389494
54461;-2389491
54548;-2389490
54808;-2389487
54981;-2389485
55240;-2389482
55326;-2389481
55583;-2389478
55754;-2389476
56010;-2389473
56095;-2389472
56349;-2389469
56518;-2389467
56771;-2389464
56855;-2389463
57106;-2389460
57273;-2389458
57523;-2389455
57606;-2389454
57854;-2389451
58019;-2389449
58266;-2389446
58348;-2389445
58593;-2389442
58756;-2389440
59000;-2389437
59081;-2389436
59323;-2389433
59484;-2389431
59725;-2389428
59805;-2389427
60044;-2389424
60203;-2389422
60441;-2389419
60520;-2389418
60756;-2389415
60913;-2389413
61148;-2389410
61226;-2389409
61459;-2389406
61614;-2389404
61846;-2389401
61923;-2389400
62153;-2389397
62306;-2389395
62535;-2389392
62611;-2389391
62838;-2389388
62989;-2389386
63215;-2389383
63290;-2389382
63514;-2389379
63663;-2389377
63886;-2389374
63960;-2389373
64181;-2389370
64328;-2389368
64548;-2389365
64621;-2389364
64839;-2389361
64984;-2389359
65201;-2389356
65273;-2389355
65488;-2389352
65631;-2389350
65845;-2389347
65916;-2389346
66199;-2389342
66411;-2389339
66552;-2389337
66763;-2389334
67044;-2389330
67114;-2389329
67393;-2389325
67602;-2389322
67741;-2389320
67949;-2389317
68226;-2389313
68295;-2389312
68570;-2389308
68776;-2389305
68913;-2389303
69118;-2389300
69391;-2389296
69459;-2389295
69730;-2389291
69933;-2389288
70068;-2389286
70270;-2389283
70539;-2389279
70606;-2389278
70873;-2389274
71073;-2389271
71206;-2389269
71405;-2389266
71670;-2389262
71736;-2389261
71999;-2389257
72196;-2389254
72327;-2389252
72523;-2389249
72784;-2389245
72849;-2389244
73108;-2389240
73302;-2389237
73431;-2389235
73624;-2389232
73881;-2389228
73945;-2389227
74200;-2389223
74391;-2389220
74518;-2389218
74708;-2389215
74961;-2389211
75024;-2389210
75275;-2389206
75463;-2389203
75588;-2389201
75775;-2389198
76024;-2389194
76086;-2389193
76333;-2389189
76518;-2389186
76641;-2389184
76825;-2389181
77070;-2389177
77131;-2389176
77374;-2389172
77556;-2389169
77677;-2389167
77858;-2389164
78099;-2389160
78159;-2389159
78398;-2389155
78577;-2389152
78696;-2389150
78874;-2389147
79111;-2389143
79170;-2389142
79405;-2389138
79581;-2389135
79698;-2389133
79873;-2389130
80106;-2389126
80164;-2389125
80395;-2389121
80568;-2389118
80683;-2389116
80855;-2389113
81084;-2389109
81141;-2389108
81368;-2389104
81538;-2389101
81651;-2389099
81933;-2389094
82102;-2389091
82327;-2389087
82608;-2389082
82664;-2389081
82943;-2389076
83166;-2389072
83333;-2389069
83611;-2389064
83722;-2389062
83999;-2389057
84165;-2389054
84386;-2389050
84662;-2389045
84717;-2389044
84991;-2389039
85210;-2389035
85374;-2389032
85647;-2389027
85756;-2389025
86028;-2389020
86191;-2389017
86408;-2389013
86679;-2389008
86733;-2389007
87002;-2389002
87217;-2388998
87378;-2388995
87646;-2388990
87753;-2388988
88020;-2388983
88180;-2388980
88393;-2388976
88659;-2388971
88712;-2388970
88976;-2388965
89187;-2388961
89345;-2388958
89608;-2388953
89713;-2388951
89975;-2388946
90132;-2388943
90341;-2388939
90602;-2388934
90654;-2388933
90913;-2388928
91120;-2388924
91275;-2388921
91533;-2388916
91636;-2388914
91893;-2388909
92047;-2388906
92252;-2388902
92508;-2388897
92559;-2388896
92813;-2388891
93016;-2388887
93168;-2388884
93421;-2388879
93522;-2388877
93774;-2388872
93925;-2388869
94126;-2388865
94377;-2388860
94427;-2388859
94676;-2388854
94875;-2388850
95024;-2388847
95272;-2388842
95371;-2388840
95618;-2388835
95766;-2388832
95963;-2388828
96209;-2388823
96258;-2388822
96502;-2388817
96697;-2388813
96843;-2388810
97086;-2388805
97183;-2388803
97425;-2388798
97570;-2388795
97763;-2388791
98004;-2388786
98052;-2388785
98291;-2388780
98482;-2388776
98625;-2388773
98863;-2388768
98958;-2388766
99195;-2388761
99337;-2388758
99526;-2388754
99762;-2388749
99809;-2388748
100090;-2388742
100324;-2388737
100511;-2388733
100651;-2388730
100884;-2388725
100977;-2388723
101209;-2388718
101348;-2388715
101533;-2388711
101764;-2388706
102041;-2388700
102087;-2388699
102362;-2388693
102591;-2388688
102774;-2388684
102911;-2388681
103139;-2388676
103230;-2388674
103457;-2388669
103593;-2388666
103774;-2388662
104000;-2388657
104271;-2388651
104316;-2388650
104585;-2388644
104809;-2388639
104988;-2388635
105122;-2388632
105345;-2388627
105434;-2388625
105656;-2388620
105789;-2388617
105966;-2388613
106187;-2388608
106452;-2388602
106496;-2388601
106759;-2388595
106978;-2388590
107153;-2388586
107284;-2388583
107502;-2388578
107589;-2388576
107806;-2388571
107936;-2388568
108109;-2388564
108325;-2388559
108584;-2388553
108627;-2388552
108884;-2388546
109098;-2388541
109269;-2388537
109397;-2388534
109610;-2388529
109695;-2388527
109907;-2388522
110034;-2388519
110203;-2388515
110414;-2388510
110667;-2388504
110709;-2388503
110960;-2388497
111169;-2388492
111336;-2388488
111461;-2388485
111669;-2388480
111752;-2388478
111959;-2388473
112083;-2388470
112248;-2388466
112454;-2388461
112701;-2388455
112742;-2388454
112987;-2388448
113191;-2388443
113354;-2388439
113476;-2388436
113679;-2388431
113760;-2388429
113962;-2388424
114083;-2388421
114244;-2388417
114445;-2388412
114686;-2388406
114726;-2388405
115005;-2388398
115244;-2388392
115443;-2388387
115602;-2388383
115880;-2388376
115999;-2388373
116197;-2388368
116474;-2388361
116553;-2388359
116829;-2388352
117026;-2388347
117144;-2388344
117419;-2388337
117576;-2388333
117772;-2388328
118007;-2388322
118281;-2388315
118320;-2388314
118592;-2388307
118825;-2388301
119019;-2388296
119174;-2388292
119445;-2388285
119561;-2388282
119754;-2388277
120024;-2388270
120101;-2388268
120370;-2388261
120562;-2388256
120677;-2388253
120945;-2388246
121098;-2388242
121289;-2388237
121518;-2388231
121785;-2388224
121823;-2388223
122088;-2388216
122315;-2388210
122504;-2388205
122655;-2388201
122919;-2388194
123032;-2388191
123220;-2388186
123483;-2388179
123558;-2388177
123820;-2388170
124007;-2388165
124119;-2388162
124380;-2388155
124529;-2388151
124715;-2388146
124938;-2388140
125198;-2388133
125235;-2388132
125493;-2388125
125714;-2388119
125898;-2388114
126045;-2388110
126302;-2388103
126412;-2388100
126595;-2388095
126851;-2388088
126924;-2388086
127179;-2388079
127361;-2388074
127470;-2388071
127724;-2388064
127869;-2388060
128050;-2388055
128267;-2388049
128520;-2388042
128556;-2388041
128807;-2388034
129022;-2388028
129201;-2388023
129344;-2388019
129594;-2388012
129701;-2388009
129879;-2388004
130128;-2387997
130199;-2387995
130447;-2387988
130624;-2387983
130730;-2387980
130977;-2387973
131118;-2387969
131294;-2387964
131505;-2387958
131751;-2387951
131786;-2387950
132065;-2387942
132309;-2387935
132518;-2387929
132692;-2387924
132831;-2387920
133074;-2387913
133178;-2387910
133455;-2387902
133628;-2387897
133870;-2387890
133939;-2387888
134180;-2387881
134352;-2387876
134627;-2387868
134730;-2387865
134970;-2387858
135107;-2387854
135278;-2387849
135483;-2387843
135722;-2387836
135995;-2387828
136029;-2387827
136300;-2387819
136537;-2387812
136740;-2387806
136909;-2387801
137044;-2387797
137280;-2387790
137381;-2387787
137650;-2387779
137818;-2387774
138053;-2387767
138120;-2387765
138354;-2387758
138521;-2387753
138788;-2387745
138888;-2387742
139121;-2387735
139254;-2387731
139420;-2387726
139619;-2387720
139851;-2387713
140116;-2387705
140149;-2387704
140412;-2387696
140642;-2387689
140839;-2387683
141003;-2387678
141134;-2387674
141363;-2387667
141461;-2387664
141722;-2387656
141885;-2387651
142113;-2387644
142178;-2387642
142405;-2387635
142567;-2387630
142826;-2387622
142923;-2387619
143149;-2387612
143278;-2387608
143439;-2387603
143632;-2387597
143857;-2387590
144114;-2387582
144146;-2387581
144401;-2387573
144624;-2387566
144815;-2387560
144974;-2387555
145101;-2387551
145323;-2387544
145418;-2387541
145671;-2387533
145829;-2387528
146050;-2387521
146113;-2387519
146333;-2387512
146490;-2387507
146741;-2387499
146835;-2387496
147054;-2387489
147179;-2387485
147335;-2387480
147522;-2387474
147740;-2387467
147989;-2387459
148020;-2387458
148298;-2387449
148545;-2387441
148761;-2387434
148946;-2387428
149100;-2387423
149377;-2387414
149500;-2387410
149715;-2387403
149807;-2387400
150052;-2387392
150205;-2387387
150419;-2387380
150694;-2387371
150755;-2387369
151029;-2387360
151242;-2387353
151394;-2387348
151637;-2387340
151728;-2387337
151940;-2387330
152061;-2387326
152333;-2387317
152484;-2387312
152665;-2387306
152876;-2387299
153117;-2387291
153388;-2387282
153418;-2387281
153687;-2387272
153926;-2387264
154135;-2387257
154314;-2387251
154463;-2387246
154731;-2387237
154850;-2387233
155058;-2387226
155147;-2387223
155384;-2387215
155532;-2387210
155739;-2387203
156005;-2387194
156064;-2387192
156329;-2387183
156535;-2387176
156682;-2387171
156917;-2387163
157005;-2387160
157210;-2387153
157327;-2387149
157590;-2387140
157736;-2387135
157911;-2387129
158115;-2387122
158348;-2387114
158610;-2387105
158639;-2387104
158899;-2387095
159130;-2387087
159332;-2387080
159505;-2387074
159649;-2387069
159908;-2387060
160023;-2387056
160224;-2387049
160310;-2387046
160539;-2387038
160682;-2387033
160882;-2387026
161139;-2387017
161196;-2387015
161452;-2387006
161651;-2386999
161793;-2386994
162020;-2386986
162105;-2386983
162303;-2386976
162416;-2386972
162670;-2386963
162811;-2386958
162980;-2386952
163177;-2386945
163402;-2386937
163655;-2386928
163683;-2386927
163934;-2386918
164157;-2386910
164352;-2386903
164519;-2386897
164658;-2386892
164908;-2386883
165019;-2386879
165213;-2386872
165490;-2386862
165573;-2386859
165794;-2386851
165932;-2386846
166125;-2386839
166373;-2386830
166428;-2386828
166675;-2386819
166867;-2386812
167004;-2386807
167223;-2386799
167305;-2386796
167578;-2386786
167769;-2386779
167878;-2386775
168123;-2386766
168259;-2386761
168422;-2386755
168612;-2386748
168829;-2386740
169073;-2386731
169344;-2386721
169371;-2386720
169640;-2386710
169882;-2386701
170097;-2386693
170285;-2386686
170446;-2386680
170580;-2386675
170821;-2386666
170928;-2386662
171115;-2386655
171382;-2386645
171462;-2386642
171675;-2386634
171808;-2386629
171994;-2386622
172233;-2386613
172286;-2386611
172524;-2386602
172709;-2386595
172841;-2386590
173052;-2386582
173131;-2386579
173394;-2386569
173578;-2386562
173683;-2386558
173919;-2386549
174050;-2386544
174207;-2386538
174390;-2386531
174599;-2386523
174834;-2386514
175095;-2386504
175121;-2386503
175380;-2386493
175613;-2386484
175820;-2386476
176001;-2386469
176156;-2386463
176285;-2386458
176517;-2386449
176620;-2386445
176800;-2386438
177057;-2386428
177134;-2386425
177339;-2386417
177467;-2386412
177646;-2386405
177876;-2386396
177927;-2386394
178156;-2386385
178334;-2386378
178461;-2386373
178664;-2386365
178740;-2386362
178993;-2386352
179170;-2386345
179271;-2386341
179498;-2386332
179624;-2386327
179775;-2386321
179951;-2386314
180152;-2386306
180378;-2386297
180629;-2386287
180905;-2386276
180930;-2386275
181204;-2386264
181453;-2386254
181677;-2386245
181876;-2386237
182050;-2386230
182199;-2386224
182472;-2386213
182596;-2386208
182819;-2386199
182918;-2386195
183190;-2386184
183363;-2386177
183610;-2386167
183684;-2386164
183955;-2386153
184152;-2386145
184275;-2386140
184447;-2386133
184668;-2386124
184938;-2386113
184987;-2386111
185256;-2386100
185476;-2386091
185647;-2386084
185769;-2386079
185964;-2386071
186232;-2386060
186305;-2386057
186548;-2386047
186718;-2386040
186985;-2386029
187082;-2386025
187300;-2386016
187421;-2386011
187687;-2386000
187832;-2385994
188001;-2385987
188194;-2385979
188411;-2385970
188652;-2385960
188917;-2385949
188941;-2385948
189204;-2385937
189443;-2385927
189658;-2385918
189849;-2385910
190016;-2385903
190159;-2385897
190421;-2385886
190540;-2385881
190754;-2385872
190849;-2385868
191110;-2385857
191276;-2385850
191513;-2385840
191584;-2385837
191844;-2385826
192033;-2385818
192151;-2385813
192316;-2385806
192528;-2385797
192787;-2385786
192834;-2385784
193092;-2385773
193303;-2385764
193467;-2385757
193584;-2385752
193771;-2385744
194028;-2385733
194098;-2385730
194331;-2385720
194494;-2385713
194750;-2385702
194843;-2385698
195052;-2385689
195168;-2385684
195423;-2385673
195562;-2385667
195724;-2385660
195909;-2385652
196117;-2385643
196348;-2385633
196602;-2385622
196625;-2385621
196900;-2385609
197152;-2385598
197381;-2385588
197587;-2385579
197770;-2385571
197930;-2385564
198067;-2385558
198318;-2385547
198432;-2385542
198637;-2385533
198728;-2385529
198978;-2385518
199137;-2385511
199364;-2385501
199432;-2385498
199681;-2385487
199862;-2385479
199975;-2385474
200246;-2385462
200404;-2385455
200607;-2385446
200855;-2385435
200900;-2385433
201147;-2385422
201349;-2385413
201506;-2385406
201775;-2385394
201887;-2385389
202066;-2385381
202312;-2385370
202379;-2385367
202602;-2385357
202758;-2385350
203003;-2385339
203092;-2385335
203292;-2385326
203403;-2385321
203647;-2385310
203780;-2385304
203935;-2385297
204112;-2385289
204311;-2385280
204532;-2385270
204775;-2385259
205040;-2385247
205062;-2385246
205325;-2385234
205566;-2385223
205785;-2385213
205982;-2385204
206157;-2385196
206310;-2385189
206441;-2385183
206681;-2385172
206790;-2385167
206986;-2385158
207073;-2385154
207312;-2385143
207464;-2385136
207681;-2385126
207746;-2385123
207984;-2385112
208157;-2385104
208265;-2385099
208524;-2385087
208675;-2385080
208869;-2385071
209106;-2385060
209149;-2385058
209385;-2385047
209578;-2385038
209728;-2385031
209985;-2385019
210092;-2385014
210263;-2385006
210498;-2384995
210562;-2384992
210775;-2384982
210924;-2384975
211158;-2384964
211243;-2384960
211434;-2384951
211540;-2384946
211773;-2384935
211900;-2384929
212048;-2384922
212217;-2384914
212407;-2384905
212618;-2384895
212850;-2384884
213103;-2384872
213377;-2384859
213398;-2384858
213670;-2384845
213921;-2384833
214151;-2384822
214360;-2384812
214548;-2384803
214715;-2384795
214861;-2384788
215132;-2384775
215257;-2384769
215486;-2384758
215590;-2384753
215777;-2384744
216047;-2384731
216130;-2384727
216358;-2384716
216503;-2384709
216710;-2384699
216979;-2384686
217041;-2384683
217268;-2384672
217433;-2384664
217701;-2384651
217804;-2384646
218051;-2384634
218195;-2384627
218380;-2384618
218606;-2384607
218873;-2384594
218914;-2384592
219180;-2384579
219405;-2384568
219589;-2384559
219732;-2384552
219977;-2384540
220079;-2384535
220344;-2384522
220507;-2384514
220731;-2384503
220792;-2384500
221056;-2384487
221259;-2384477
221401;-2384470
221624;-2384459
221705;-2384455
221968;-2384442
222150;-2384433
222251;-2384428
222473;-2384417
222594;-2384411
222856;-2384398
222997;-2384391
223158;-2384383
223339;-2384374
223540;-2384364
223761;-2384353
224002;-2384341
224263;-2384328
224283;-2384327
224542;-2384314
224781;-2384302
225000;-2384291
225199;-2384281
225378;-2384272
225537;-2384264
225676;-2384257
225934;-2384244
226053;-2384238
226271;-2384227
226370;-2384222
226548;-2384213
226805;-2384200
226884;-2384196
227101;-2384185
227239;-2384178
227436;-2384168
227692;-2384155
227751;-2384152
227967;-2384141
228124;-2384133
228379;-2384120
228477;-2384115
228712;-2384103
228849;-2384096
229025;-2384087
229240;-2384076
229494;-2384063
229533;-2384061
229786;-2384048
230000;-2384037
230175;-2384028
230311;-2384021
230544;-2384009
230641;-2384004
230893;-2383991
231048;-2383983
231261;-2383972
231532;-2383958
231590;-2383955
231841;-2383942
232034;-2383932
232169;-2383925
232381;-2383914
232458;-2383910
232708;-2383897
232881;-2383888
233150;-2383874
233246;-2383869
233457;-2383858
233572;-2383852
233821;-2383839
233955;-2383832
234108;-2383824
234280;-2383815
234471;-2383805
234681;-2383794
234910;-2383782
235158;-2383769
235425;-2383755
235444;-2383754
235709;-2383740
235955;-2383727
236182;-2383715
236390;-2383704
236579;-2383694
236749;-2383685
236900;-2383677
237032;-2383670
237277;-2383657
237390;-2383651
237597;-2383640
237691;-2383635
237954;-2383621
238123;-2383612
238367;-2383599
238442;-2383595
238648;-2383584
238779;-2383577
238966;-2383567
239209;-2383554
239265;-2383551
239526;-2383537
239731;-2383526
239880;-2383518
240122;-2383505
240215;-2383500
240438;-2383488
240568;-2383481
240735;-2383472
240939;-2383461
241180;-2383448
241217;-2383446
241457;-2383433
241660;-2383422
241826;-2383413
241955;-2383406
242176;-2383394
242268;-2383389
242507;-2383376
242654;-2383368
242856;-2383357
243113;-2383343
243168;-2383340
243406;-2383327
243589;-2383317
243717;-2383310
243918;-2383299
243991;-2383295
244228;-2383282
244392;-2383273
244647;-2383259
244738;-2383254
244938;-2383243
245047;-2383237
245283;-2383224
245410;-2383217
245682;-2383202
245827;-2383194
245990;-2383185
246171;-2383175
246370;-2383164
246587;-2383152
246822;-2383139
247075;-2383125
247346;-2383110
247364;-2383109
247633;-2383094
247884;-2383080
248117;-2383067
248332;-2383055
248529;-2383044
248708;-2383034
248869;-2383025
249012;-2383017
249280;-2383002
249405;-2382995
249637;-2382982
249744;-2382976
249940;-2382965
250029;-2382960
250278;-2382946
250438;-2382937
250669;-2382924
250740;-2382920
251006;-2382905
251201;-2382894
251325;-2382887
251502;-2382877
251732;-2382864
251785;-2382861
252032;-2382847
252226;-2382836
252367;-2382828
252596;-2382815
252684;-2382810
252895;-2382798
253018;-2382791
253176;-2382782
253369;-2382771
253597;-2382758
253860;-2382743
253895;-2382741
254157;-2382726
254384;-2382713
254576;-2382702
254733;-2382693
254855;-2382686
255064;-2382674
255151;-2382669
255377;-2382656
255516;-2382648
255707;-2382637
255950;-2382623
256002;-2382620
256227;-2382607
256400;-2382597
256521;-2382590
256711;-2382579
256970;-2382564
257039;-2382560
257263;-2382547
257418;-2382538
257659;-2382524
257745;-2382519
257934;-2382508
258037;-2382502
258260;-2382489
258380;-2382482
258637;-2382467
258774;-2382459
258928;-2382450
259099;-2382440
259287;-2382429
259492;-2382417
259714;-2382404
259953;-2382390
260209;-2382375
260226;-2382374
260497;-2382358
260751;-2382343
260988;-2382329
261208;-2382316
261411;-2382304
261597;-2382293
261766;-2382283
261918;-2382274
262053;-2382266
262306;-2382251
262424;-2382244
262643;-2382231
262744;-2382225
262929;-2382214
263198;-2382198
263282;-2382193
263517;-2382179
263668;-2382170
263886;-2382157
263953;-2382153
264204;-2382138
264388;-2382127
264505;-2382120
264672;-2382110
264889;-2382097
265156;-2382081
265206;-2382078
265439;-2382064
265622;-2382053
265755;-2382045
265971;-2382032
266054;-2382027
266253;-2382015
266369;-2382008
266634;-2381992
266783;-2381983
266965;-2381972
267180;-2381959
267428;-2381944
267461;-2381942
267708;-2381927
267922;-2381914
268103;-2381903
268251;-2381894
268514;-2381878
268629;-2381871
268826;-2381859
268908;-2381854
269121;-2381841
269252;-2381833
269432;-2381822
269661;-2381808
269710;-2381805
269971;-2381789
270183;-2381776
270346;-2381766
270460;-2381759
270639;-2381748
270883;-2381733
270948;-2381729
271159;-2381716
271305;-2381707
271532;-2381693
271613;-2381688
271872;-2381672
272050;-2381661
272147;-2381655
272357;-2381642
272470;-2381635
272712;-2381620
272841;-2381612
272986;-2381603
273147;-2381593
273324;-2381582
273517;-2381570
273726;-2381557
273951;-2381543
274192;-2381528
274449;-2381512
274465;-2381511
274720;-2381495
274959;-2381480
275182;-2381466
275389;-2381453
275580;-2381441
275755;-2381430
275914;-2381420
276057;-2381411
276327;-2381394
276454;-2381386
276692;-2381371
276803;-2381364
277009;-2381351
277104;-2381345
277373;-2381328
277547;-2381317
277800;-2381301
277879;-2381296
278100;-2381282
278242;-2381273
278447;-2381260
278715;-2381243
278778;-2381239
279014;-2381224
279187;-2381213
279297;-2381206
279564;-2381189
279721;-2381179
279925;-2381166
280176;-2381150
280223;-2381147
280489;-2381130
280708;-2381116
280880;-2381105
281005;-2381097
281208;-2381084
281286;-2381079
281551;-2381062
281738;-2381050
281847;-2381043
282096;-2381027
282236;-2381018
282407;-2381007
282609;-2380994
282842;-2380979
283106;-2380962
283137;-2380960
283400;-2380943
283632;-2380928
283833;-2380915
284003;-2380904
284142;-2380895
284389;-2380879
284497;-2380872
284682;-2380860
284944;-2380843
285021;-2380838
285221;-2380825
285344;-2380817
285513;-2380806
285728;-2380792
285989;-2380775
286035;-2380772
286280;-2380756
286479;-2380743
286632;-2380733
286892;-2380716
286999;-2380709
287167;-2380698
287396;-2380683
287457;-2380679
287716;-2380662
287914;-2380649
288051;-2380640
288264;-2380626
288340;-2380621
288583;-2380605
288750;-2380594
289008;-2380577
289099;-2380571
289296;-2380558
289402;-2380551
289629;-2380536
289750;-2380528
290007;-2380511
290143;-2380502
290294;-2380492
290460;-2380481
290641;-2380469
290837;-2380456
291048;-2380442
291274;-2380427
291515;-2380411
291771;-2380394
291786;-2380393
292055;-2380375
292309;-2380358
292548;-2380342
292772;-2380327
292981;-2380313
293175;-2380300
293354;-2380288
293518;-2380277
293667;-2380267
293801;-2380258
294054;-2380241
294173;-2380233
294396;-2380218
294500;-2380211
294693;-2380198
294782;-2380192
295034;-2380175
295197;-2380164
295434;-2380148
295508;-2380143
295715;-2380129
295848;-2380120
296040;-2380107
296291;-2380090
296350;-2380086
296571;-2380071
296733;-2380060
296998;-2380042
297101;-2380035
297351;-2380018
297498;-2380008
297689;-2379995
297924;-2379979
297968;-2379976
298217;-2379959
298422;-2379945
298583;-2379934
298700;-2379926
298890;-2379913
299153;-2379895
299226;-2379890
299474;-2379873
299649;-2379861
299751;-2379854
299984;-2379838
300115;-2379829
300275;-2379818
300464;-2379805
300682;-2379790
300929;-2379773
300958;-2379771
301204;-2379754
301421;-2379739
301609;-2379726
301768;-2379715
301898;-2379706
302129;-2379690
302230;-2379683
302403;-2379671
302648;-2379654
302720;-2379649
302979;-2379631
303166;-2379618
303281;-2379610
303439;-2379599
303640;-2379585
303884;-2379568
303927;-2379565
304156;-2379549
304342;-2379536
304485;-2379526
304728;-2379509
304828;-2379502
305085;-2379484
305242;-2379473
305456;-2379458
305513;-2379454
305755;-2379437
305940;-2379424
306068;-2379415
306267;-2379401
306338;-2379396
306565;-2379380
306721;-2379369
306962;-2379352
307047;-2379346
307231;-2379333
307330;-2379326
307542;-2379311
307655;-2379303
307895;-2379286
308022;-2379277
308290;-2379258
308431;-2379248
308586;-2379237
308755;-2379225
308938;-2379212
309135;-2379198
309346;-2379183
309571;-2379167
309810;-2379150
310063;-2379132
310330;-2379113
310344;-2379112
310609;-2379093
310860;-2379075
311097;-2379058
311320;-2379042
311529;-2379027
311724;-2379013
311905;-2379000
312072;-2378988
312225;-2378977
312364;-2378967
312628;-2378948
312753;-2378939
312989;-2378922
313100;-2378914
313308;-2378899
313405;-2378892
313585;-2378879
313848;-2378860
313931;-2378854
314166;-2378837
314318;-2378826
314539;-2378810
314608;-2378805
314870;-2378786
315063;-2378772
315187;-2378763
315366;-2378750
315600;-2378733
315655;-2378729
315916;-2378710
316122;-2378695
316273;-2378684
316520;-2378666
316616;-2378659
316849;-2378642
316986;-2378632
317164;-2378619
317383;-2378603
317643;-2378584
317684;-2378581
317916;-2378564
318107;-2378550
318257;-2378539
318516;-2378520
318625;-2378512
318802;-2378499
319047;-2378481
319115;-2378476
319346;-2378459
319509;-2378447
319767;-2378428
319862;-2378421
320079;-2378405
320201;-2378396
320350;-2378385
320526;-2378372
320729;-2378357
320959;-2378340
321216;-2378321
321243;-2378319
321499;-2378300
321728;-2378283
321930;-2378268
322105;-2378255
322253;-2378244
322374;-2378235
322589;-2378219
322683;-2378212
322938;-2378193
323099;-2378181
323327;-2378164
323394;-2378159
323635;-2378141
323809;-2378128
323916;-2378120
324170;-2378101
324317;-2378090
